X;Y;ANNO;Spawners;Recruits;salinity.minq3p;salinity.minq4p;salinity.minq1;salinity.minq2;salinity.minq3;salinity.maxq3p;salinity.maxq4p;salinity.maxq1;salinity.maxq2;salinity.maxq3;bat;dist;slope;temp.minq3p;temp.minq4p;temp.minq1;temp.minq2;temp.minq3;temp.maxq3p;temp.maxq4p;temp.maxq1;temp.maxq2;temp.maxq3;tot
549.1770306;4822.129736;1995;0;0;38.27165985;38.17648315;38.19187164;38.23412323;38.24038696;38.35404968;38.22703934;38.22748947;38.26873779;38.32553101;-584;35;5;24.38486481;17.2753067;13.25;14.38004303;21.75000954;28.12999916;20.38005638;14.50004005;19.99981689;26.49742126;0
556.2318872;4823.751468;1995;0;0;38.27179718;38.17478943;38.1893158;38.23152924;38.23709106;38.35198975;38.22642517;38.22529602;38.26673126;38.32434082;-518;27;1;24.39235878;17.24999046;13.25;14.47518539;21.75;28.13101959;20.3800621;14.63104057;20.15084839;26.50535774;0
870.603974;4575.617468;1995;0;0;38.22021484;38.1138382;38.104599;38.1325531;38.1489563;38.25999832;38.1844635;38.15227509;38.16399765;38.27037811;-20;2;10;23.4106369;17.34788513;13.960186;14.20079994;22.9851799;25.69201279;21.63148689;15.05536079;20.49258423;26.14334106;0
548.7275499;4828.401618;1995;0;0;38.2716217;38.17601013;38.19127655;38.2341156;38.24046326;38.35420227;38.22609711;38.22654724;38.26895905;38.32563019;-574;38;12;24.50004768;17.47864151;13.25;14.11399651;21.65392685;28.00002098;20.36963463;14.37994194;20.09666443;26.38395309;0
559.5656615;4841.18449;1995;0;0;38.27092743;38.17154694;38.18489838;38.22853851;38.23361969;38.34962463;38.22296906;38.2203064;38.26489258;38.32284546;-385;37;7;24.79245758;17.15760231;13.25;13.9999361;22.36368179;28.62828255;20.25006676;14.63000679;20.85261154;26.63003349;0
566.1557346;4834.615462;1995;39.23907584;0;38.27147675;38.17147064;38.18434143;38.22721481;38.2315979;38.34854889;38.22438049;38.22047424;38.26373291;38.32250977;-311;27;11;24.63010406;17.48790932;13.25;14.239851;22.24993324;28.62970924;19.87997055;14.63000011;20.87999344;26.49926186;39.23907584
567.2582466;4838.836449;1995;137.2392944;0;38.27078247;38.17071533;38.18332672;38.22655487;38.23081207;38.34797668;38.22354126;38.21931458;38.26331329;38.32216644;-266;30;7;25.1035099;17.39481544;13.3464613;14.13962555;22.41249466;28.5002861;19.99014854;14.63000011;20.99609947;26.50972557;137.2392944
574.5204166;4835.114405;1995;0;0;38.27089691;38.17014313;38.18199539;38.22473907;38.22815704;38.34651184;38.22442627;38.21858978;38.26187134;38.32167816;-140;25;2;25.74453545;17.38674164;13.38000011;14.12998867;22.50004578;28.62587738;19.75;14.62994766;21.10147095;26.38178635;0
561.6247022;4851.977295;1995;14.6626061;0;38.2686615;38.16923523;38.18211365;38.22657776;38.2315712;38.34790039;38.22025299;38.21714783;38.26355743;38.32149506;-296;26;7;25.70151138;17.49180603;13.25;14.11861801;22.26124382;28.7498188;20.12999916;14.63653851;20.87994385;26.5;14.6626061
569.0491668;4856.515838;1995;0;0;38.26728821;38.16730881;38.17917633;38.22372437;38.22782898;38.34534073;38.21941376;38.21447754;38.26139069;38.32015991;-93;20;2;25.6325016;16.50135422;13.25001526;14.01049042;22.28881645;28.49951363;19.87994766;14.41057396;21.32514191;26.43315125;0
575.165575;4852.260964;1995;0;21.38579983;38.26792145;38.16741943;38.17870331;38.22283936;38.22624969;38.34464264;38.22067261;38.21452332;38.26073456;38.32023621;-73;24;5;26.16106033;16.56465912;13.14049435;13.9999733;22.63004494;28.25023079;19.85497665;14.15165043;21.35976219;26.14262962;21.38579983
584.3198197;4838.14139;1995;0;0;38.2701416;38.16867828;38.17927933;38.22215271;38.22457886;38.34432983;38.22420883;38.21623993;38.26009369;38.32093811;-70;27;3;25.94034195;16.85681152;13.10989857;14.25879478;22.37977982;28.26497841;19.75000954;14.25457764;21.23854446;26.0010643;0
595.9290769;4834.054432;1995;0;0;38.27029419;38.16788483;38.1771698;38.21974182;38.22095108;38.34237671;38.2253952;38.21483612;38.25846481;38.32075119;-20;11;1;25.88477325;15.52286816;12.54860401;13.95249176;22.23033905;28.5;19.65538597;12.78895092;21.75008392;25.92269707;0
870.8679821;4571.098824;1995;0;22.5050355;38.21436691;38.10961151;38.10057831;38.12701035;38.14519882;38.25722504;38.17972946;38.14823151;38.15835571;38.26480103;-82;6;3;26.2761097;17.95534325;13.98937321;14.49374008;23.46731567;29.37105179;22.13543892;15.3748436;21.53924751;26.62114525;22.5050355
590.4383414;4852.339998;1995;0;0;38.26776886;38.16629028;38.17596436;38.21985245;38.22177124;38.3420105;38.22167969;38.21251297;38.25872803;38.3197937;-20;15;1;26.750103;14.98840427;12.25998116;14.02644444;22.5;28.49841499;19.63785553;12.83738804;21.61738396;25.86275101;0
586.648337;4856.16648;1995;0;0;38.26727295;38.16607666;38.17602539;38.22016144;38.22239685;38.34223175;38.22080231;38.21233368;38.25892639;38.31958008;-21;16;1;26.7645607;15.36926746;12.37712193;14.09563923;22.62049866;28.62413025;19.75;13.19899845;21.73185158;25.88575554;0
587.8950007;4865.214015;1995;0;0;38.26544571;38.16442108;38.17414093;38.21886063;38.22109985;38.34082794;38.21865845;38.21005249;38.25801086;38.31847;-16;8;0;26.20901489;14.55946541;11.51651478;13.77256489;22.17992973;27.75994301;20.06173134;12.49999237;22.13003731;25.14227867;0
591.2616818;4859.149656;1995;0;0;38.26685333;38.16539764;38.17479706;38.21899796;38.22076416;38.3411026;38.22067261;38.21118164;38.25820923;38.31929016;-15;10;0;26.87320709;14.37145996;11.84160042;13.74537754;22.36858559;28.52409554;19.77377129;12.21382713;21.96458817;25.40004158;0
609.4034622;4808.988093;1995;0;0;38.27238846;38.16770935;38.17547607;38.21627045;38.21581268;38.34017181;38.2296524;38.21518326;38.25540161;38.32055664;-44;5;2;24.56138229;17.24310112;13.37592506;13.99500942;22.4511795;25.58524513;20.18921852;13.94741344;20.41117477;23.39149094;0
600.3441972;4789.274704;1995;0;0;38.27294159;38.1680069;38.17710876;38.21612549;38.21640015;38.34047699;38.23060608;38.21758652;38.25393677;38.31897354;-97;27;11;25.99999237;17.74802208;13.75;14.37999916;22.5;28.50058365;20.25;14.63000011;20.8495121;26.00776482;0
605.5076107;4786.187227;1995;0;0;38.27294922;38.16730499;38.17563629;38.21457672;38.21420288;38.33943176;38.23109436;38.21655273;38.25282288;38.31877136;-103;23;2;26.13685989;17.87997627;13.75;14.3888979;22.38953781;28.38029289;20.37999916;14.53665829;20.75;25.88204002;0
618.1177585;4771.087163;1995;0;0;38.27306366;38.16509247;38.17138672;38.2094574;38.20756912;38.33619308;38.23273468;38.21379852;38.24870682;38.31756592;-71;10;3;26.26040077;17.9538002;13.63000011;14.08523941;22.64006615;28.5000267;20.37183189;14.63000011;20.62962341;25.60539246;0
622.8143391;4768.914751;1995;0;0;38.27314377;38.16468811;38.17036438;38.20848084;38.20616913;38.335495;38.23310852;38.21300507;38.24810028;38.31765747;-31;4;4;22.15122795;17.39073372;13.60300732;13.73633194;22.62163925;26.23897743;20.37821388;14.59287357;20.22086906;23.90795136;0
621.6643692;4779.947329;1995;0;0;38.27321625;38.16577148;38.17177582;38.21073532;38.20872498;38.33676529;38.23256683;38.21362305;38.25038147;38.31890869;-25;6;3;25.79438972;16.10095406;13.36183262;13.85794735;22.75;27.59573174;20.33683586;14.19225597;20.5836525;23.86417007;0
827.1750011;4559.768471;1995;0;387.4467261;38.2287674;38.10024261;38.09628677;38.10700226;38.14291763;38.25498962;38.18218231;38.13788605;38.14641571;38.25658798;-154;20;17;26.63505554;17.75971794;14.38000011;14.63000679;23.62179947;29.99999428;21.99998665;15.22173119;22.25;27.12438965;387.4467261
568.3344792;4864.261417;1995;0;0;38.26573181;38.16583252;38.17752838;38.2225647;38.22670746;38.34420776;38.21754456;38.21258545;38.26048279;38.31913757;-57;12;5;26.11976433;16.2803936;12.95396423;13.88000011;22.13951302;28.62846947;19.87999916;14.1300602;21.6186409;25.86077118;0
552.8597334;4880.98141;1995;0;0;38.26145935;38.16255951;38.17544556;38.22195435;38.22776794;38.34329987;38.21137238;38.20904541;38.25966644;38.31660461;-91;7;13;25.24827957;16.87231255;12.35527229;13.77662754;22.35527992;26.80568695;20.13001633;14.51278687;21.60486031;25.78197479;0
571.0812066;4861.158057;1995;0;0;38.26630402;38.16624451;38.17778015;38.22258759;38.22650146;38.3442688;38.21842194;38.21304321;38.26053619;38.31944275;-56;16;5;26.01153755;16.25615501;13.03502464;13.87997723;22.25007439;28.380373;19.87999916;14.15209293;21.63066101;25.99430847;0
537.6664918;4846.378729;1995;0;0;38.27067566;38.17486572;38.19042969;38.23532867;38.24279022;38.35565567;38.22245026;38.22422028;38.27059555;38.32620239;-483;44;11;24.97735977;17.14015198;13.25;14.10377407;21.75;28.49999809;20.27947235;14.51001453;20.51345253;26.38465691;0
542.1451062;4850.90388;1995;0;0;38.26988602;38.17285156;38.18779755;38.23283005;38.23981476;38.35344696;38.22094345;38.2216835;38.26858521;38.32458496;-375;38;9;24.89138985;17.49962425;13.25;14.02884197;21.89081001;28.38203621;20.38005638;14.74253845;20.76734543;26.49591827;0
542.2094248;4853.436709;1995;8.977950154;0;38.26967621;38.17247772;38.18736267;38.23249817;38.23948669;38.35315704;38.22052002;38.22119904;38.26832581;38.32434082;-306;36;15;24.88321114;17.3904705;13.25;13.99987793;21.97621536;28.2450943;20.35640717;14.75000763;20.87122917;26.50004196;8.977950154
550.8282924;4859.794525;1995;0;0;38.26777649;38.1691246;38.18291473;38.22822189;38.23432159;38.3493042;38.21822357;38.2170105;38.2648468;38.32167816;-401;26;15;24.90052795;17.49474716;13.25;13.99999905;22.12999916;28.50057411;20.24164963;14.85242653;21.24268723;26.5043335;0
553.3123219;4869.533153;1995;0;0;38.26487732;38.16600037;38.17916107;38.22498322;38.23078156;38.34626007;38.21516418;38.21311569;38.26226044;38.31929779;-296;15;21;25.63487816;17.39139938;13.23784065;13.88000011;22.12818718;28.8788929;20.13786697;14.88014507;21.6299305;26.37337875;0
570.0988351;4873.521971;1995;0;0;38.26332092;38.16345978;38.17487335;38.2204895;38.2245636;38.34210968;38.21482849;38.20957947;38.25882721;38.31737518;-20;4;1;25.98181915;15.56876087;11.53505898;13.75;22.36918831;27.8877697;19.62961769;12.62996674;21.34701347;24.61744118;0
528.7270898;4866.226353;1995;0;0;38.26789856;38.1709137;38.18653107;38.23316956;38.24163818;38.35380173;38.2166214;38.21916199;38.26899719;38.32394409;-524;35;6;24.99998474;17.21579742;13.25;14.13000011;21.75879097;28.5;20.25;14.49979782;21.26502037;26.38000488;0
835.2539453;4576.549727;1995;0;0;38.2408371;38.11016846;38.10235596;38.12342834;38.14938354;38.26145935;38.19300079;38.14614868;38.16222382;38.27174377;-25;2;11;21.04598999;16.48422623;14.22524166;14.01567554;22.43857956;25.95714188;22.00796509;14.39712334;19.63477898;26.17767334;0
522.0445189;4877.718469;1995;0;0;38.26374054;38.16648102;38.18218994;38.22979736;38.23890686;38.35058594;38.2111969;38.21417999;38.2660141;38.32061386;-661;26;9;24.93595886;17.62999916;13.12995815;13.99999237;21.73473167;28.74783707;20.12999916;14.61583233;21.63002586;26.25642204;0
523.8024193;4881.16799;1995;0;0;38.26247406;38.16512299;38.18064117;38.22834778;38.23734283;38.34918594;38.20994568;38.21264648;38.26473236;38.31941223;-629;23;10;25.13009644;17.50063324;13.13000011;13.99998951;21.8718071;28.74855423;20.12999916;14.77184296;21.62999916;26.22249031;0
522.5988753;4881.918791;1995;0;0;38.26251221;38.16520691;38.18081665;38.22856903;38.2376709;38.34939194;38.20990372;38.21277237;38.26491547;38.31952667;-661;23;11;25.11547089;17.60051155;13.13000011;13.99989223;21.86813545;28.63784599;20.12999916;14.73927403;21.62999916;26.24990654;0
504.0268178;4907.650207;1995;0;39.64714045;38.24919128;38.15211868;38.16858292;38.21784973;38.22904205;38.33852005;38.19450378;38.19935989;38.25482178;38.30840302;-98;6;4;26.8466835;17.6303215;12.81878376;14.0003767;22.49337006;29.00455284;20.12999916;14.75007725;21.85612297;26.14090919;39.64714045
500.654047;4905.538484;1995;17.51236811;0;38.24971008;38.15273285;38.16944885;38.21876526;38.2303009;38.3393898;38.19481659;38.20014954;38.25561523;38.30905914;-142;9;32;26.72588921;17.84386444;12.88597107;14.23478794;22.41233253;28.76290894;20.12999916;14.75;21.73191452;26.24722481;17.51236811
525.997486;4882.842282;1995;0;0;38.26179504;38.16432953;38.17962646;38.22729111;38.23607636;38.34819412;38.20937347;38.21170807;38.26383972;38.31864929;-589;20;3;25.14105988;17.50903893;13.13838482;13.99985981;21.90711594;28.74855232;20.12999916;14.88003063;21.63923645;26.26167107;0
530.1962223;4892.334756;1995;0;0;38.25746155;38.15965271;38.17424011;38.22212219;38.23036957;38.34318542;38.20519257;38.20640183;38.25930405;38.31446075;-245;8;73;25.94721603;16.7776947;12.84192181;13.97780991;22.25002098;28.63176727;19.99999428;14.87995529;21.38830376;26.01463699;0
444.9714374;4866.670157;1995;0;0;38.2675705;38.17051697;38.19221878;38.24165344;38.2613678;38.36117554;38.20903397;38.22173309;38.27665329;38.33324814;-646;14;34;25.75;17.38314056;13.13000011;13.88000011;22.14350891;28.24969673;19.87999916;14.49998283;20.25000191;25.63648796;0
446.1975605;4869.437122;1995;0;0;38.26574707;38.16872406;38.19029999;38.23981094;38.25927734;38.35931396;38.2072525;38.21982574;38.27489853;38.3311882;-709;14;23;25.74991417;17.52961922;13.141716;13.88000011;22.23580742;28.00944519;19.88005066;14.49999428;20.25998116;25.74999619;0
439.6959912;4876.868569;1995;0;0;38.25922775;38.16200256;38.18407059;38.23384094;38.25439835;38.35290909;38.2000618;38.21356964;38.26918793;38.32722855;-36;3;9;26.09846115;17.08574677;12.89140701;13.60126209;22.12999535;28.01715088;20.12251854;14.27442074;20.75016785;25.40701294;0
828.5470553;4575.408761;1995;0;0;38.24256516;38.10887909;38.10144806;38.12100601;38.14886093;38.26108551;38.19324875;38.1446228;38.16055298;38.27078629;-81;10;2;26.5264225;17.55657959;14.16609955;14.62370682;23.75015831;29.75000191;22.23063278;15.00540829;21.53883934;26.86159897;0
433.2760092;4864.745012;1995;0;0;38.26750946;38.16949463;38.19260406;38.24206924;38.2643013;38.36128235;38.2078743;38.22206879;38.27716446;38.33742142;-41;4;14;25.85773849;16.23187256;13.00045872;13.49096394;22.11377335;27.81258392;20.00000381;14.37998486;20.5161438;25.05890083;0
452.1819965;4891.617343;1995;0;0;38.25144196;38.15460587;38.1754303;38.22540665;38.2434845;38.34467316;38.19316864;38.20505905;38.26117706;38.31581879;-1;1;12;26.25787544;17.39134598;13.11611938;13.75113297;21.88672829;27.74993324;19.85081482;14.26449013;20.81490707;25.28052139;0
406.8792269;4845.145521;1995;102.7099555;0;38.27731323;38.17570114;38.20333099;38.25211334;38.28179932;38.37103271;38.21504593;38.23249817;38.28726578;38.35774994;-389;7;42;25.60086823;17.25390625;13.13000011;13.88000774;22.37266541;27.99967384;19.75027466;14.63000011;20.25028992;25.8787632;102.7099555
405.4341723;4842.610583;1995;0;0;38.27796936;38.17605591;38.2040596;38.25276947;38.28310013;38.37165451;38.21548462;38.2332077;38.28794098;38.35930634;-526;10;76;25.63001823;17.12659073;13.13000011;13.87102127;22.38004112;28.25024223;19.76172447;14.63000011;20.24249458;25.90995026;0
789.9810425;4581.697176;1995;20.27492802;0;38.25045776;38.11135864;38.10364532;38.12477875;38.1484375;38.26651001;38.19861603;38.14770508;38.16664505;38.27428436;-139;21;4;26.64922142;17.52082634;14.14258862;14.88000011;23.37990189;29.63015747;22.37991333;15;21.84895897;27.14678955;20.27492802
767.4068519;4599.899003;1995;48.63221884;0;38.25293732;38.12016296;38.11038208;38.13841248;38.15018463;38.27765274;38.21133804;38.15749359;38.18435287;38.28541946;-155;26;10;26.24999619;17.25;14.16029549;14.49995708;22.88767624;29.62999916;22.25791359;15.13000584;21.24991035;27.26140976;48.63221884
770.9776443;4609.617808;1995;0;0;38.25725555;38.1254425;38.11449432;38.14609528;38.15517807;38.27984619;38.21672058;38.16176605;38.19323349;38.29289246;-95;15;5;26.27496338;17.61207581;13.98774242;14.38000011;23.12999916;29.74987602;22.5376339;15.13000011;21.78089333;27.14286613;0
782.1769555;4603.987586;1995;0;16.81152598;38.25701141;38.12250519;38.11159897;38.14200211;38.15505219;38.27562714;38.21294022;38.1577301;38.1884613;38.29056931;-78;13;5;26.2518425;17.49971581;13.99992752;14.51507473;23.15730095;29.75;22.37999916;15.01015282;21.62033844;27.12628937;16.81152598
784.794378;4573.306766;1995;0;0;38.24229813;38.10629272;38.10095215;38.11663818;38.14401245;38.26421356;38.19198227;38.14439011;38.15596771;38.26523209;-384;32;37;27.12659645;17.49267197;14.31447124;15.0000248;23.14273643;29.74952316;22.39304733;15;21.75001526;27.25968552;0
785.212188;4607.94425;1995;0;0;38.25904846;38.12491608;38.11343765;38.1455307;38.15750122;38.27648163;38.21536255;38.15955734;38.19259262;38.29417801;-27;7;3;25.82373428;17.17261696;14.02923393;14.22236824;23.12999916;29.01972008;22.37999344;14.72313499;20.83958626;26.80320549;0
771.0999707;4619.63058;1995;0;0;38.25977325;38.12940979;38.11817169;38.1515274;38.15846252;38.28213501;38.22039795;38.16564178;38.19908142;38.29737091;-20;6;4;25.74057388;17.29036331;13.88782024;13.93971825;22.9910183;29.44645119;22.24418259;14.65796661;21.30939293;26.64175987;0
763.3209116;4602.606087;1995;76.92011846;0;38.25260925;38.12084198;38.11135101;38.13919067;38.14987946;38.27904511;38.21206665;38.15882111;38.18498611;38.28532791;-260;25;24;26.22899818;17.37999916;14.2499876;14.60078335;22.8800106;29.50005531;22.37584114;14.99992847;21.22485924;27.26312828;76.92011846
758.91138;4596.275584;1995;0;0;38.24903107;38.11717987;38.10905838;38.13353729;38.14626312;38.2778244;38.20787048;38.15633392;38.17798233;38.2792244;-632;33;2;26.25;17.37850571;14.38000011;14.75015831;22.72257805;29.62940216;22.1024704;15.00003433;21.00926971;27.26247406;0
762.6012707;4597.131658;1995;0;0;38.25035095;38.11781311;38.10913849;38.13464737;38.1476326;38.27718353;38.20853043;38.15619659;38.17950058;38.28102493;-491;31;27;26.25004768;17.37763214;14.38002777;14.62999439;22.88000298;29.62999916;22.14233589;14.99998856;21.12999916;27.26437187;0
763.67991;4597.816132;1995;0;0;38.25071716;38.11801147;38.10918045;38.13499451;38.14800262;38.2770462;38.20875549;38.15619659;38.17997742;38.28155518;-389;29;34;26.25;17.26023102;14.34817219;14.63000011;22.87997437;29.62999916;22.20111847;15.00954247;21.12996101;27.27093124;0
766.3351754;4606.497537;1995;0;0;38.25458527;38.12277985;38.11258698;38.14215851;38.15202332;38.27943802;38.21414185;38.16001129;38.18863678;38.28860855;-134;20;3;26.25;17.39033699;14.13030815;14.50008965;23.0000248;29.63173103;22.50020027;15.13000011;21.4029007;27.26726532;0
758.3323899;4614.244297;1995;101.1701338;30.35104013;38.2555275;38.12592697;38.11591339;38.14633942;38.15319061;38.28281403;38.2173996;38.16408539;38.19301605;38.29097748;-159;18;22;26.35552979;17.37707329;14.03107643;14.39217091;23.13010025;29.50110817;22.26866722;15.13000011;21.59453583;27.12999535;131.5211739
760.008361;4636.931801;1995;0;0;38.26321411;38.13674927;38.12594604;38.16130066;38.16319275;38.28794098;38.22704315;38.17419434;38.20908356;38.30377197;-17;7;1;25.69407272;16.77257919;13.74075317;13.98859692;23.12999916;28.97002602;21.51314354;14.21764183;20.89199448;27.15686607;0
758.1365544;4633.973123;1995;0;0;38.26197052;38.13523865;38.12458801;38.15922928;38.16148376;38.28755951;38.22583389;38.172966;38.20685196;38.30181503;-40;10;7;26.16859627;16.77610016;13.65861511;14.27015209;23.12999916;29.3808918;21.62762833;14.75603867;21.86052895;26.77720451;0
813.8195316;4556.145485;1995;0;0;38.22610092;38.09825897;38.09536743;38.10382843;38.14170837;38.25372696;38.17993164;38.13651276;38.14451218;38.25354385;-531;22;11;27.24650764;17.42585564;14.5;14.74210167;23.47175598;30.24966049;22.36915016;14.88000011;22.13828278;27.26179314;0
745.7049896;4638.003074;1995;0;68.07861719;38.26140594;38.13587952;38.12593079;38.16001129;38.16046143;38.28971863;38.22659302;38.17494202;38.20727921;38.3008728;-104;15;4;26.49569702;17.37028313;13.78111744;14.38000011;23.03428268;29.62999916;21.75953865;14.89229488;21.62997246;27.00006294;68.07861719
752.2636881;4634.229907;1995;0;0;38.26107788;38.13469696;38.12436676;38.15840912;38.16016388;38.28818512;38.2254715;38.17304611;38.20580673;38.30040741;-94;14;4;26.48396873;17.37858009;13.84533024;14.38949871;23.12015724;29.62999916;21.76161003;14.99512196;21.99484062;27.11396217;0
745.9282242;4631.529319;1995;147.4926254;0;38.25911331;38.13282013;38.12294769;38.15570831;38.15742874;38.28839111;38.22398376;38.17202759;38.20276642;38.29730988;-150;20;10;26.64406395;17.37724686;14.09052658;14.24991989;22.86798859;29.63116646;22.00045395;15.00000381;21.75;26.99662209;147.4926254
737.8914282;4628.066281;1995;0;0;38.25690842;38.13088226;38.12156677;38.15285492;38.15446091;38.2888031;38.22241974;38.17108154;38.19947815;38.29387665;-523;28;23;26.52562523;17.25000381;14.13000011;14.63000011;22.48916817;29.62999916;22.11879158;14.87922001;21.49986649;27.10588837;0
738.3008171;4622.021471;1995;0;0;38.25485229;38.12828064;38.11921692;38.14923859;38.15195465;38.28768921;38.22010803;38.16875076;38.19558334;38.29075241;-738;34;11;26.50000572;17.24580193;14.13000011;14.63000011;22.37999916;29.62999916;21.99994659;15.0000124;21.38861847;27.24074364;0
731.2964835;4634.09691;1995;0;0;38.25853729;38.13348389;38.12440109;38.15647888;38.15618134;38.29096222;38.224823;38.17418671;38.203125;38.29619217;-362;24;46;26.76782417;17.38001251;14.13001156;14.52460957;22.36285591;29.50028419;21.87998009;15.00044823;21.50006676;26.8711834;0
722.7646313;4652.176018;1995;0;0;38.2631073;38.13973999;38.13105011;38.16526413;38.16186905;38.2966156;38.22995758;38.18081665;38.21203613;38.30252075;-119;16;2;26.36520958;17.13581467;14.00017071;14.63000011;22.78668785;29.74900436;21.78195;14.88015842;21.6300087;26.99700928;0
738.3914031;4633.774668;1995;206.7378341;0;38.25888062;38.1333847;38.12393951;38.15639877;38.15692139;38.28986359;38.22460938;38.17338562;38.20325851;38.29689026;-207;23;25;26.75435257;17.45857811;14.01508808;14.53030491;22.72417831;29.74978256;22.00004005;14.99228764;21.59596062;26.90454865;206.7378341
724.326432;4639.998506;1995;8.562420905;0;38.25969696;38.13536072;38.12664032;38.15906525;38.1571579;38.29285431;38.22653961;38.17666626;38.20563507;38.2975235;-331;22;28;26.61171913;17.48223495;14.1300106;14.63809013;22.39088821;29.38000107;21.78714752;14.75;21.47453499;26.89544487;8.562420905
705.8836629;4627.494398;1995;0;0;38.25423431;38.12901306;38.12176514;38.14980698;38.14776993;38.29454803;38.22169876;38.17273712;38.19510651;38.28770447;-482;49;58;26.75000191;16.36359215;13.90727329;14.88003826;22.01234055;29.5;21.50005531;14.27929783;21.24996758;26.63610458;0
825.0198169;4556.579293;1995;0;0;38.22572708;38.09846497;38.09528351;38.10429382;38.14167786;38.2537384;38.17986679;38.13655853;38.14472198;38.25374222;-348;18;36;26.84870529;17.49951935;14.38000011;14.61744881;23.48581886;30.0007019;21.98812103;15.12990093;22.25000763;27.16744804;0
707.6479669;4650.816663;1995;8.51861317;0;38.26226807;38.13885498;38.13114929;38.16397476;38.15930939;38.29867935;38.22942734;38.1813736;38.21006775;38.29983521;-381;32;28;26.51593018;16.7494278;14.12999058;14.61961079;22.49289131;29.37965584;21.72135544;14.75001526;21.35139656;26.88425827;8.51861317
687.4709004;4661.644138;1995;82.2764241;0;38.26493073;38.14203644;38.13603592;38.16875076;38.16196442;38.30727386;38.23149872;38.18613434;38.21380615;38.30142975;-310;25;17;26.25592613;17.09089279;14.12997532;14.75;22.38084221;29;21.51071739;14.4999094;21.12980461;26.70791435;82.2764241
690.7256199;4668.931924;1995;48.26254826;0;38.26639175;38.14439011;38.13832855;38.17216492;38.16537094;38.309021;38.2328949;38.18801117;38.21742249;38.30426788;-154;25;10;26.50358582;17.26640129;14.25;14.49991894;22.73815918;29.00027847;21.62999916;14.84796333;20.99318314;26.8543396;48.26254826
